timestamp,ratio_boca,ratio_sonrisa,ratio_curvatura,ratio_cejas,ratio_ojos,ratio_aspecto_ojos,ratio_tension_parpados,ratio_grosor_labios,ratio_compresion_boca,ratio_nariz_boca,ratio_dist_cejas,clase_auto,clase_manual
2025-12-10 22:09:24.086828,0.01856533308610911,1.1647070949585647,-0.01392399981458183,0.1892160401106449,0.08919523274679603,3.054317273543463,-0.04177199944374549,0.1117890389056085,0.45600951767412484,0.27562157124486847,1.1270319368245223,1,0
2025-12-10 22:09:29.814518,0.02654179156855675,1.1573459039044478,-0.0021817218275703002,0.19326735673195447,0.07914423694335375,3.2111792554518765,-0.038180131982480256,0.10928402162115149,0.4197079391651304,0.28240985150753156,1.057043662577932,0,0
2025-12-10 22:09:31.883376,0.01369163779963251,1.153901954175877,-0.01369163779963251,0.20310298554380066,0.08195882890075856,3.2799708872681155,-0.037652003948989404,0.10953310239706009,0.4480976475841672,0.2746399658818706,1.1194908385309261,1,0
2025-12-10 22:09:32.651238,0.013678111675535447,1.1648430986666154,-0.013678111675535447,0.20207278666618742,0.0854194333636999,3.151175682473456,-0.039894492386978384,0.11414689145648184,0.44795670718996317,0.2725513456890099,1.1197316559760493,1,0
2025-12-10 22:09:33.098686,0.018150158019083144,1.151355237592567,-0.013612618514312358,0.1980182491513662,0.0844603608344874,3.166026030533312,-0.03970347066674438,0.10907521145888614,0.45520364730307894,0.278288114670626,1.1101681802210424,1,0
2025-12-10 22:09:33.482610,0.01448013728161948,1.1639338025672696,-0.009158042928367313,0.20004780352166515,0.08055481949993111,3.294347523567676,-0.03777692707951517,0.11028822509890622,0.4498874024219233,0.27690765420255586,1.1062862789210879,1,0
2025-12-10 22:09:33.818292,0.01806831444660626,1.1470875156837566,-0.004517078611651565,0.18920947144945313,0.07758236997853582,3.3356184683102734,-0.037265898546125414,0.10879629776972399,0.4254694827587858,0.27864434886222156,1.0819982722588746,3,0
2025-12-10 22:09:34.214085,0.021808915178174522,1.1649308413298873,0.015266240624722165,0.2043483709654112,0.06600575456912154,3.674532345396674,-0.03271337276726178,0.11374944542008908,0.405856821455656,0.29019241951544456,1.0178760665080548,2,0
2025-12-10 22:09:34.510119,0.026158756756152635,1.1740700008826037,0.008719585585384212,0.20541573128924623,0.06615776424774343,3.673445122353724,-0.03269844594519079,0.11804091445797353,0.40583559237269334,0.2884204981504847,1.0135838467575868,2,0
2025-12-10 22:09:36.214647,0.01824184365766741,1.1574401744203433,-0.004560460914416853,0.1949275890508688,0.08047031989865604,3.2462125148477092,-0.03876391777254325,0.10945106194600446,0.43865850078711455,0.2846159591139566,1.0872659128563484,0,0
